peopleCd,peopleNm,peopleNmEn,repRoleNm,filmoNames
10030478,버나드 지라드,Bernard Giraudeau,배우,우리의 릴리|그날|워터 드랍스 온 버닝 락|입맛에 대한 이야기|떼제베|아프리카 아프리카|까뜨린느 드느브의 추억
10036074,쉐마 무어,Shemar Moore,배우,억만장자와 결혼하는 법
10066326,조슈아 말리나,Joshua Malina,배우,억만장자와 결혼하는 법
10060485,장정정,Tingting Zhang,배우,분신사바 2
10040620,신지뢰,Zhilei Xin,배우,긴급구원 더레스큐|분신사바 2
20171800,폴 프래니건,Paul Brannigan,배우,선샤인 온 리스|언더 더 스킨|앤젤스 셰어: 천사를 위한 위스키
10075412,케빈 구스리,Kevin Guthrie,배우,덩케르크|선샤인 온 리스
10085086,프레야 메이버,Freya Mavor,배우,레이디 인 더 카|선샤인 온 리스|어바웃 조안
10043845,안토니아 토마스,Antonia Thomas,배우,선샤인 온 리스
10063941,제인 호록스,Jane Horrocks,배우,선샤인 온 리스
10067068,조지 맥케이,George MacKay,배우,켈리 갱|뉴클리어: 원전 2020|1917|오필리아|더 시크릿 하우스|캡틴 판타스틱|런던 프라이드|하우 아이 리브: 내가 사는 이유|선샤인 온 리스|더 베스트 오브 맨
10056618,이연걸,Jet Li,배우,뮬란|봉신연의: 영웅의 귀환|익스펜더블 3|불이신탐|익스펜더블 2|용문비갑|백사대전|익스펜더블|해양천국|미이라 3:황제의 무덤|포비든 킹덤: 전설의 마스터를 찾아서|워|명장|무인 곽원갑|더 독|크레이들 2 그레이브|영웅: 천하의 시작|영웅|더 원|키스 오브 드래곤|로미오 머스트 다이|이연걸의 히트맨|황비홍의서역웅사|흑협|모험왕 |이연걸의 탈출|영웅 |동방대협 |이연걸의 정무문 |이연걸의 보디가드 |소림오조 |정무문|황비홍-철계투오공 |의천도룡기 |태극권|대도무문|방세옥|황비홍 2|동방불패|황비홍3-사왕쟁패|황비홍|용행천하|풍운인물|중화영웅|소림사 3탄 남북소림 |소림사 2 : 소림소자|소림사|탈출
10033933,사라 웨인 콜리스,Sarah Wayne Callies,배우,페이 더 고스트|인투 더 스톰|페이스 블라인드|천상의 예언
10020162,리차드 아미티지,Richard Armitage,배우,필그리미지|브레인 온 파이어|호빗: 다섯 군대 전투|인투 더 스톰|호빗: 스마우그의 폐허|호빗: 뜻밖의 여정
20189772,광태,,배우,그 참을 수 없는 맛|그 참을수 없는 맛(무삭제판)
20189771,김선울,,배우,그 참을 수 없는 맛|그 참을수 없는 맛(무삭제판)
20189770,조문주,,배우,나를 죽여줘|그 참을 수 없는 맛|그 참을수 없는 맛(무삭제판)
10052859,위나이 크라이부트,Winai Kraibutr,배우,방라잔|낭낙
10059145,자란 남디,Jaran Ngamdee,배우,방라잔
10041739,아르티드 류,Artid Ryu,배우,303 연쇄 살인 사건
10023889,마츠모토 미쿠,Miku Matsumoto,배우,스카우트맨
10024269,마크 아데어-리오스,Mark Adair-Rios,배우,스텔스 2000
10015512,레이첼 셸리,Rachel Shelley,배우,다크 피어|라이트하우스 
10091533,P. J. 하비,P.J. Harvey,배우,인생 전서
10024662,마틴 도노반,Martin Donovan,배우,테넷|마스터즈 오브 호러 시즌 2|인생 전서|섹스의 반대말|여인의 초상|아마추어
10052985,윌 키넌,Will Keenan,배우,엽기 영화 공장|트로미오와 줄리엣
10085097,막스 펠더,Max Felder,배우,핑크트헨과 안톤
10069269,엘레아 가이슬러,Elea Geissler,배우,핑크트헨과 안톤
10019664,리사 크루저,Lisa Kreuzer,배우,미카엘과 진희
20189768,김일영,Ill-Young Kim,배우,미카엘과 진희
10013708,라네이 채프만,Lanei Chapman,배우,노 브레인 레이스
10017540,로완 앳킨슨,Rowan Atkinson,배우,쟈니 잉글리쉬 3 : 스트라이크 어게인|쟈니 잉글리쉬2 : 네버다이|미스터 빈의 홀리데이|키핑 멈|쟈니 잉글리쉬|노 브레인 레이스|빈
10048921,에즈라 고든,Ezra Godden,배우,데이곤
10060749,앨런 스탠포드,Alan Stanford,배우,고도를 기다리며|애니멀 팜
10058339,인다이 바,Inday Ba,배우,동창회
10018762,루이스 플레처,Louise Fletcher,배우,개구쟁이 데니스의 크리스마스|애프터 이미지|뻐꾸기둥지위로 날아간 새
10067860,존 멜렌캠프,John Mellencamp,배우,애프터 이미지|그레이스
10041897,아만다 태핑,Amanda Tapping,배우,스타게이트: 토크라의 반란|스타게이트: 리플리컨트의 습격
10019964,리차드 딘 앤더슨,Richard Dean Anderson,배우,스타게이트: 토크라의 반란|스타게이트: 리플리컨트의 습격
10019775,리암 웨이티,Liam Waite,배우,세컨드 스킨
10086895,하비 피어스타인,Harvey Fierstein,배우,모나리자와 피아니스트
10034824,새디 프로스트,Sadie Frost,배우,런던 독|파이날 캇
10065538,조니 리 밀러,Jonny Lee Miller,배우,프랑켄슈타인|프랑켄슈타인|플라잉 스코츠맨|이스케이프|드라큐라 2000|런던 독|젠틀맨 하이웨이맨|트레인스포팅 
10077173,크리스 워렌 주니어,Chris Warren Jr.,배우,러브 앤 바스켓볼 
10003078,글렌던 채트먼,Glenndon Chatman,배우,러브 앤 바스켓볼 
10016336,마이클 디로렌조,Michael DeLorenzo,배우,데드 캅스
10042899,안나 시스코바,Anna Siskova,배우,나의 아름다운 비밀
10059321,자체리 타이 브라이언,Zachery Ty Bryan,배우,헬드 포 랜섬
10047552,에드워드 빈스,Edward Binns,배우,핵전략 사령부
10088802,헨리 폰다,Henry Fonda,배우,"황금연못|홀리데이 킬러|미드웨이|무숙자|대탈옥|옛날 옛적 서부에서|나,너 그리고 우리 |보스턴 교살자|핵전략 사령부|태양은 가슴마다|워싱턴 정가|워락|12명의 성난 사람들|가슴에 빛나는 별|전쟁과 평화|누명 쓴 사나이 |아파치요새|도망자|임모탈 서전트|옥스보우 인시던트|요조숙녀|돌아온 프랭크 제임스|분노의 포도|무법자 제시 제임스|링컨|모호크족의 북소리|미드웨이 해전"
10010380,댄 오헐리히,Dan O'Herlihy,배우,핵전략 사령부|로빈슨 크루소의 모험|바다는 살아있다
10012568,도널드 홀든,Donald Holden,배우,조지 워싱턴
10075077,캔다스 에바노프스키,Candace Evanofski,배우,조지 워싱턴
10081715,틸 레드만,Teal Redmann,배우,전사 카멜레온 3 : 다크 엔젤
10010501,더그 펜티,Doug Penty,배우,전사 카멜레온 3 : 다크 엔젤
10028255,바비 필립스,Bobbie Phillips,배우,전사 카멜레온 3 : 다크 엔젤|전사 카멜레온 2|뱅뱅
10048901,에이프릴 텔렉,April Telek,배우,임모탈
10039092,스티브 브라운,Steve Braun,배우,데드 캠프 2|임모탈
10043205,안드레아 프런드,Andrea Freund,배우,03:34 대지진|엔젤 네그로
10045127,알바로 모라레스,alvaro Morales,배우,엔젤 네그로
10091354,J. 에디 펙,J. Eddie Peck,배우,빅 헌터|사탄
10021973,마리아 콘치타 알론소,Maria Conchita Alonso,배우,체인 오브 커맨드|빅 헌터|레드엑트|런닝맨
10076699,쿠도 유키,Youki kudoh,배우,데스노트 L: 새로운 시작|블러드 : 더 라스트 뱀파이어|헤븐스 버닝|미스테리 트레인
10067569,존 노블,John Noble,배우,버츄얼 나이트메어
10010922,폴 글리슨,Paul Gleeson,배우,버츄얼 나이트메어
10023033,마이클 머네이,Michael Muhney,배우,노 맨스 랜드 : 리커의 부활|아메리칸 파이 러브|버츄얼 나이트메어|철 좀 들어
10021856,마리아 델 마르,Maria del Mar,배우,로보캅 4
10026277,모리스 딘 윈트,Maurice Dean Wint,배우,로보캅 4
10083190,페이지 플레처,Page Fletcher,배우,로보캅 4
10021617,마르타 벨로스테귀,Marta Belaustegui,배우,니코티나|라스트 데스페라도
10014551,레티샤 카스타,Laetitia Casta,배우,워 오브 더 버튼 : 작은 영웅들|라스트 데스페라도
10089257,호아퀸 코르테스,Joaquin Cortes,배우,라스트 데스페라도
10018383,루미 카바조스,Lumi Cavazos,배우,달콤 쌉사름한 초콜릿
10021519,마르코 레오나르디,Marco Leonardi,배우,히트맨: 킬러들의 전쟁|스탕달 신드롬 |달콤 쌉사름한 초콜릿|시네마 천국
10080197,토니 커티스 브론델,Tony Curtis Blondell,배우,스페이스
20189692,박하윤,,배우,삼인삼색 - 동거동락
20189691,민지희,,배우,7월7일|삼인삼색 - 동거동락
10042840,애나 니콜 스미스,Anna Nicole Smith,배우,일리걸 에이리언|스카이 러너 |플레이 메이트 애나 니콜 스미스  
10041293,애덤 리바인,Adam Levine,배우,비긴 어게인
10063525,제이미 루너,Jamie Luner,배우,쎄크리파이스
10045052,앨리스 하우리,Alice Houri,배우,생선 쿠스쿠스|팬티 속의 나비|네네트와 보니
10044917,알렉시스 루코트,Alexis Roucout,배우,팬티 속의 나비
10069303,줄리 두랜드,Julie Durand,배우,팬티 속의 나비
10063009,제이미 해리스,Jamie Harris,배우,패스트 푸드 패스트 우먼
10042845,안나 르바인,Anna Levine,배우,패스트 푸드 패스트 우먼|피오나|수우
10066554,조안나 캔튼,Joanna Canton,배우,콘벤트
10041551,에이드리언느 바보우,Adrienne Barbeau,배우,콘벤트|검은 고양이|뉴욕 탈출|안개
10052997,윌 휘튼,Wil Wheaton,배우,파이톤|캠퍼스 군단|스탠 바이 미
10025665,메르세데스 오르테가,Mercedes Ortega,배우,타투
10044812,알렉시스 발데스,Alexis Valdes,배우,타투
10009359,다니엘 브렛,Danielle Brett,배우,로드 레이지|질 립스
10021937,마리아 에스테브,Maria Esteve,배우,아트 오브 다잉
10083280,펠레 마르티네즈,Fele Martinez,배우,뱀파이어 그녀들|아트 오브 다잉|북극의 연인들|떼시스
10074056,카차 플린트,Katja Flint,배우,스트레이트 슈터|테러리스트
10087190,헤이노 페르치,Heino Ferch,배우,위대한 계시|더 트로이|미션 투 베를린 |스트레이트 슈터|분노의 폭발 2: 더블 익스플로우
10049195,엘렌 드제너스,Ellen DeGeneres,배우,도리를 찾아서|니모를 찾아서|더 월 2|러브 레터
10022048,마리안 셀데스,Marian Seldes,배우,더 월 2
10013156,듀안 데이비스,Duane Davis,배우,베이스 헌터
10077119,크리스 빌라,Chris Villa,배우,노엔젤 닷 컴
10032173,브랜디 밀러,Brandy Miller,배우,노엔젤 닷 컴
10008678,니콜라스 새들러,Nicholas Sadler,배우,헬레이저 5
20189668,박수진,,배우,복무태만|인디스데이 1월 단편 |원나잇 온리
20189666,안토니아 리스코바,,배우,캠걸
10036984,크리스 솔라리,Chris Solari,배우,크로커다일
10075770,케이틀린 마틴,Caitlin Martin,배우,크로커다일
10011981,데이빗 앨런 그리어,David Alan Grier,배우,쓰리 스트라이크|프리웨이 2
10083182,페이즌 러브,Faizon Love,배우,쓰리 스트라이크
10031985,브라이언 훅스,Brian Hooks,배우,쓰리 스트라이크
10061181,저스틴 피어스,Justin Pierce,배우,블랙 메일|키즈
10049242,엘로디 나바르,Elodie Navarre,배우,크라임 씬
10078155,클라우디아 크리스찬,Claudia Christian,배우,헌팅 헬하우스|헥시나|매니아 캅2-코델|히든
10045906,앤드류 보웬,Andrew Bowen,배우,헌팅 헬하우스
10023330,마이클 요크,Michael York,배우,모스크바 히트|마게도|헌팅 헬하우스|오스틴 파워: 나를 쫓아온 스파이|오메가 코드|플래닛|카리브해의 정사 |캡틴 클럽
10044594,알렉산드라 넬델,Alexandra Neldel,배우,매춘부 한나|유로 덤 앤 더머|플래시백
10059199,자베르 휴터,Xaver Hutter,배우,스톰|플래시백
10029676,발레리 니에하우스,Valerie Niehaus,배우,스톰|디.오.디|플래시백
10065658,조디 비앙카 와이즈,Jodi Bianca Wise,배우,포 더 코어스
10017720,레오 르그랑,Leo Legrand,배우,팀퍼틸 아이들
20187505,아델 에그자르코풀로스,Adele Exarchopoulos,배우,"시빌|레이서 앤 제일버드|그 누구도 아닌|다운 바이 러브|스파이 : 디 오리지날|가장 따뜻한 색, 블루|팀퍼틸 아이들"
10014239,라파엘 카츠,Raphael Katz,배우,팀퍼틸 아이들
20189655,방준호,,배우,가치 캅시다 |자산어보|중독노래방|창수
10048562,에반 레이첼 우드,Evan Rachel Wood,배우,"인투 더 포레스트|스트레인지 매직|베어풋|찰리 컨트리맨|온리 포 유|러브, 마릴린 |킹메이커|왓에버 웍스|더 레슬러|인 블룸|어크로스 더 유니버스|킹 오브 캘리포니아|다운 인 더 밸리|프리티 퍼스웨이전|13살의 반란 |리틀 시크릿|마이 러브 리키"
10023777,바바라 팔빈,Barbara Palvin,배우,허큘리스
10055276,이리나 샤크,Irina Shayk,배우,허큘리스
20189653,김태한,,배우,나는 야한 여자가 좋다 무삭제감독판|나는 야한 여자가 좋다|강철중: 공공의 적 1-1
20189652,정태춘,,배우,"아치의 노래, 정태춘|블랙딜"
10025283,맷 르블랑,Matt Leblanc,배우,신이 버린 특공대|룩킨 이탈리안
10073204,칩 헬러,Chip Heller,배우,잭 프로스트 2
10077581,크리스토퍼 알포트,Christopher Allport,배우,잭 프로스트 2
10064426,제임스 호란,James Horan,배우,카운터메져|쇼룸
10077147,캐롤라인 엠브로즈,Caroline Ambrose,배우,쇼룸
10014741,러셀 프리덴버그,Russell Friedenberg,배우,악령의 군단
10023422,마이클 카,Michael Carr,배우,악령의 군단
10078080,클라라 라고,Clara Lago,배우,오비터 9|터널|최후의 인류|스페니쉬 어페어|디 엔드: 인류 최후의 날|거침없이 사랑하라|마이 러브
10050554,오아나 솔로모네스쿠,Oana Solomonescu,배우,줌
10085247,플로리안 루카스,Florian Lukas,배우,대공습|노스페이스|줌
10022804,마이클 갬본,Michael Gambon,배우,콰르텟|어메이징 그레이스|딥블루|고스포드 파크|루나사에서 춤을|삼손과 데릴라|토이즈
10087186,하이너 라우터바흐,Heiner Lauterbach,배우,어쩌다 유모!|스탈린그라드|파이널 데이즈|카스카듀어 
10014793,레귤라 그로윌러,Regula Grauwiller,배우,블루 마이 마인드 |카스카듀어 
10022667,마이크 마이어스,Mike Myers,배우,암스테르담|보헤미안 랩소디|슈렉 포에버|슈렉3|러브 구루|슈렉2|더 캣|오스틴 파워 : 골드멤버|슈렉|오스틴 파워: 나를 쫓아온 스파이|피터의 미티어|오스틴 파워 : 제로|그래서 나는 도끼부인과 결혼했다|웨인즈 월드 2|웨인즈 월드
10085207,피터 플로스잭,Pete Ploszek,배우,닌자터틀
10063007,제레미 하워드,Jeremy Howard,배우,닌자터틀
10008164,노엘 휘셔,Noel Fisher,배우,닌자터틀|더 리치스
10044148,앨런 리치슨,Alan Ritchson,배우,시카다 3301|고스트 오브 워|섀도우 걸|닌자터틀
10025621,메간 폭스,Megan Fox,배우,익스펜더블 4|조니 앤 클라이드|FBI 데스트랩|죽을 때까지|로그|지니어스 독|장사리 : 잊혀진 영웅들|섀도우 걸|닌자터틀 : 어둠의 히어로|닌자터틀|독재자|디스 이즈 포티 |프렌즈 위드 키즈|원초적 본능 2015|트랜스포머: 패자의 역습|죽여줘! 제니퍼|트랜스포머|드라마 퀸
10057137,이자벨 까레,Isabelle Carre,배우,딜리셔스: 프렌치 레스토랑의 시작|마리 이야기: 손끝의 기적|나에게서 온 편지|머나먼 세상속으로|초콜릿 로맨스|레퓨지|뗄르망 프로쉬|안나 엠|아름다운 것들
10016159,로레인 브라코,Lorraine Bracco,배우,소프라노스|라이어 |사기 방정식 |에덴의 마지막 날 |붉은 유혹|소프라노스 시즌 2
10033371,빈센트 카세이저,Vincent Kartheiser,배우,언세드|살인을 꿈꾸는 아이들|또다른 천국|마스터마인드 
10026172,모니카 키나,Monica Keena,배우,생존자들|노아-40일간의 기적|프레디 대 제이슨-13일의 금요일11|살인을 꿈꾸는 아이들
10082073,파블로 에카리,Pablo Echarri,배우,터널|부에노스 아이레스 1977
10015197,레오나르도 스바라글리아,Leonardo Sbaraglia,배우,터널|와일드 테일즈: 참을 수 없는 순간|정사 4|S 중독자의 고백|킹 오브 더 힐|고래와 창녀|카르멘|인택토|번트 머니|타이거
10076983,크레이그 T. 넬슨,Craig T. Nelson,배우,인크레더블 2|겟하드|인크레더블|더티 픽쳐|크리쳐|폴터가이스트 2 |킬링필드 |야망|악령의 상자
10045688,앤 마린,Ann Marin,배우,더티 픽쳐
10057828,노토 마미코,Mamiko Noto,배우,극장판 꽃이 피는 첫걸음 : 홈 스위트 홈
10086792,토마츠 하루카,Haruka Tomatsu,배우,극장판 소드 아트 온라인 -프로그레시브- 짙은 어둠의 스케르초|극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아|극장판 소드 아트 온라인 -오디널 스케일-|예전부터 계속 좋아했어 ~고백실행위원회~|극장판 요괴워치: 염라대왕과 5개의 이야기다냥!|극장판 꽃이 피는 첫걸음 : 홈 스위트 홈
10080765,토요사키 아키,Aki Toyosaki,배우,시도니아의 기사 : 사랑을 잣는 별|예전부터 계속 좋아했어 ~고백실행위원회~|극장판 꽃이 피는 첫걸음 : 홈 스위트 홈|신이 없는 일요일
10041243,오미가와 치아키,Chiaki Omigawa,배우,극장판 꽃이 피는 첫걸음 : 홈 스위트 홈
10000377,이토 카나에,Kanae Ito,배우,극장판 소드 아트 온라인 -오디널 스케일-|극장판 꽃이 피는 첫걸음 : 홈 스위트 홈
10020717,릭 사라비아,Ric Sarabia,배우,다운 엔젤
10065351,조나단 뱅스,Jonathan Banks,배우,불렛|도망자 3|다운 엔젤|밀레니엄 맨|위험한 커플
10065219,조 D. 존즈,Jo D. Jonz,배우,네고시에이터 2
10068264,존 제임스,John James,배우,페릴
10026085,모건 페어차일드,Morgan Fairchild,배우,파라노말 이니테이션|페릴|보디 케미스트리 3 - 완전 노출|공포의 붉은 리본|맛 보슈|시한폭탄
10041127,아네트 배드랜드,Annette Badland,배우,아내는 스모왕
10019278,리 로스,Lee Ross,배우,제4구역: 컨테인먼트|아내는 스모왕|세상에서 가장 슬픈 유혹
10035151,샤롯 브리테인,Charlotte Brittain,배우,아내는 스모왕
10014936,레베카 기브니,Rebecca Gibney,배우,멘탈|형사 이하카
10082216,파올로 로톤도,Paolo Rotondo,배우,스틱맨
10038322,스콧 윌스,Scott Wills,배우,스틱맨
10017331,로비 마가시바,Robbie Magasiva,배우,스틱맨
10046275,앨리슨 스미스,Allison Smith,배우,비버리 힐즈에는 살만한 집이 없다
10011674,데이빗 델루이스,David DeLuise,배우,비버리 힐즈에는 살만한 집이 없다
10012709,도리안 헤어우드,Dorian Harewood,배우,록의 전설 지미 헨드릭스|트레인테러
10075757,케이트 피셔,Kate Fischer,배우,렙타일
10049306,댁스 밀러,Dax Miller,배우,렙타일|콘벤트
10033642,빌리 디 윌리엄스,Billy Dee Williams,배우,레이디스 맨|콘트랙|특전대네이비씰2|배반의 사랑|시한폭탄|제다이의 귀환
10073648,카린 파슨스,Karyn Parsons,배우,레이디스 맨
10047563,에드 오닐,Ed O'Neill,배우,럭키 넘버|귀여운 악마
10075072,케이티 키팅,Katie Keating,배우,딥 리버
10019697,리산느 폴크,Lisanne Falk,배우,데드 싸일런스
10074771,캐리 미첨,Carrie Mitchum,배우,데드 싸일런스
10019198,르니 에스테베즈,Renee Estevez,배우,데드 싸일런스
10022002,마리아 포드,Maria Ford,배우,더 키 투 섹스|퓨쳐 피어|스트립티저|화려한 유혹
10089371,스콧 카슨,Scott Carson,배우,더 키 투 섹스
10017445,로사 블라시,Rosa Blasi,배우,노리에가
10077358,크리스찬 하모니,Christian Harmony,배우,헬 하우스
10016208,로렌 우드랜드,Lauren Woodland,배우,헬 하우스
10074892,캐서린 옥센버그,Catherine Oxenberg,배우,프리모니션|플라잉 더치맨|오메가 코드
10015898,로드 스테이거,Rod Steiger,배우,풀홀 정키스|할리우드 게임|플라잉 더치맨|사이프러스 엣지|길티|마의 산 |호러|투쟁의 날들|더러운 손|워터루|밤의 열기 속으로|전당포|도시 위에 군림하는 손|알카포네|화살의 질주|하더 데이 폴
10088180,해미쉬 링클레이터,Hamish Linklater,배우,헤어지기 전 우리가 해야 할 10가지|미래는 고양이처럼|파티는 시작되었다
10083185,페이지 모스,Paige Moss,배우,킬러 인스팅트
10089372,홀트 맥칼라니,Holt Mccallany,배우,아이스 로드|캐시트럭|잭 리처: 네버 고 백|적 그리고 파멸|제이드 
10063739,제이슨 프리스틀리,Jason Priestley,배우,타임 트랙|다이 모미 다이|적 그리고 파멸|캘린더 걸
10017352,로빈 기븐스,Robin Givens,배우,드림스 아이 네버 해드|볼케이노 2017|엘리트
10025454,맥신 반즈,Maxine Bahns,배우,데인저러스 커브|엘리트|그녀를 위하여
10032405,브루노 커비,Bruno Kirby,배우,아메리칸 트레져디|스파이 게임|굿바이 뉴욕 굿모닝 내사랑|보더라인
10018007,론 실버,Ron Silver,배우,아메리칸 트레져디|스파이 인 노쓰코리아|사랑의 힘|화이트 레이븐|타임 캅 |레베카의 약점|라이브 와이어|블루스틸|적 그리고 사랑이야기|가보 토크|심령의 공포
10074920,캐서린 테이트,Catherine Tate,배우,슈퍼 밥|쿰바: 반쪽무늬 얼룩말의 대모험
10015890,맥클린 스튜어트,Maclean Stewart,배우,맘보
10053210,윌리엄 애쉬,William Ash,배우,맘보
10024377,마크 커모드,Mark Kermode,배우,다리오 아르젠토
10049751,여송현,Jackie Lui Chung-yin,배우,고혹자 - 출위|혈전|승자위왕 2 : 천하무적|권왕
10078008,크리스틴 엘리스,Christine Elise,배우,터뷸런스 4
10002107,구드런 랜드그레브,Gudrun Landgrebe,배우,미이라 - 잃어버린 성전
10031244,벤자민 새들러,Benjamin Sadler,배우,미씽 차일드|롬멜: 사막의 여우|미이라 - 잃어버린 성전|페이탈 온라인
10080730,토비아스 모레티,Tobias Moretti,배우,베토벤|콜드헬|신경쇠약 직전의 뱀파이어|다크 밸리|미이라 - 잃어버린 성전|나사렛 요셉
10037929,셔일러 피스크,Schuyler Fisk,배우,스노우 데이|스켈리튼|굿바이 마이 프렌드 2
10001517,고든 클랩,Gordon Clapp,배우,스켈리튼
10057943,브라이언 토치,Brian Tochi,배우,사일런트 포스
10016201,로렌 아베돈,Loren Avedon,배우,사일런트 포스
10084171,프라스,Pras,배우,비트 보이스
10081569,패트릭 카바노,Patrick Cavanaugh,배우,블러디 머더
10063329,제시카 모리스,Jessica Morris,배우,아트 오브 더 데드|체이스|블러디 머더
10078895,킴벌리 로버츠,Kimberley Roberts,배우,바이스 걸스
10019797,리앗 굿슨,Liat Goodson,배우,바이스 걸스
10013704,라나 클락슨,Lana Clarkson,배우,바이스 걸스
10039282,스티븐 그레이엄,Stephen Graham,배우,보일링 포인트|베놈 2: 렛 데어 비 카니지|필름스타 인 리버풀|캐리비안의 해적: 죽은 자는 말이 없다|블러드 워|팅커 테일러 솔저 스파이|어웨이데이즈|디스 이즈 잉글랜드
10033767,쁘리티 진따,Preity Zinta,배우,비르와 자라|카레가|미션 카슈미르
10074787,캐리-히로유키 타가와,Cary-Hiroyuki Tagawa,배우,다이아몬드 카르텔|쿠보와 전설의 악기|리틀 보이|코드네임 코브라|리틀 킬러|드래곤|라스트 워리어
10069314,줄리 리,Julie Lee,배우,리틀 킬러
20189600,마츠다 유,,배우,야쿠자의세계-언더그라운드
20189599,오사와 카즈요시,,배우,야쿠자의세계-언더그라운드
20189598,모토미아 타이후,,배우,야쿠자의세계-언더그라운드
20189597,오사와 카즈키,,배우,야쿠자의세계-언더그라운드
10075060,케이티 라이트,Katie Wright,배우,다크 엔젤 2
10048195,에릭 악셀,Eric Acsell,배우,네 이웃의 여자를 탐하지 마라
10078812,킴 도손,Kim Dawson,배우,네 이웃의 여자를 탐하지 마라|가슴에 총 맞은 여자
10050691,오이카와 미츠히로,Mitsuhiro Oikawa,배우,너는 달밤에 빛나고|내부고발자들: 월급쟁이의 전쟁 |표류가
10082486,패트리시아 맨터롤라,Patricia Manterola,배우,표류가
10081444,테아,Teah,배우,표류가
10066247,조시 게드,Josh Gad,배우,겨울왕국 2|안녕 베일리|앵그리 버드 2: 독수리 왕국의 침공|베일리 어게인|오리엔트 특급 살인|더 웨딩 링거|위시 아이 워즈 히어|겨울왕국|잡스|땡스 포 쉐어링|마디그라 : 세 남자의 여행|록커|올라프의 겨울왕국 어드벤처 |겨울왕국: 오로라를 찾아서|겨울왕국 열기
20189587,로버트 하리엘,Robert Harriell,배우,프리저 번
10016998,로버트 노트,Robert Knott,배우,스톰체이서
10077744,크리스토프 왈츠,Christoph Waltz,배우,기예르모 델토로의 피노키오|쿠엔틴 타란티노 8|알리타: 배틀 엔젤|다운사이징|튤립 피버|레전드 오브 타잔|007 스펙터|빅 아이즈|제로법칙의 비밀|에픽 : 숲속의 전설 |장고:분노의 추적자|대학살의 신|워터 포 엘리펀트|바스터즈: 거친 녀석들|파이널 게임
20189579,조엘 스테인골드,Joel Steingold,배우,고스트 오브 세인트
20189577,홀리 몬트고메리-웹,Holly Montgomery-Webb,배우,그들의 상식
20189576,루이스 A. 페레즈,Luis A. Perez,배우,그들의 상식
20189575,앤드류 루딕,Andrew Rudick,배우,다크 피드
20189573,빅토리아 누겐트,Victoria Nugent,배우,다크 피드
20189571,루크 캐든,Luke Cadden,배우,다트워스
20189569,존 애슐리 홀,Jon Ashley Hall,배우,더 카운트다운 
20189558,P.J. 보도스퀘,P.J. Boudousque,배우,콜드워터 
20189556,크리스 롭,Chris Robb,배우,크랙다운
10002637,게리 휴스턴,Gary Houston,배우,"굿 럭, 미스터 고스키|브라더 2"
10007230,나카조 키요시,Kiyoshi Nakajo,배우,페이탈 블레이드
10035410,서범,Fan Xu,배우,계견부녕|휴대폰|크래쉬 랜딩|올 때까지 기다려줘|보련등
10052209,우용,Yong You,배우,크래쉬 랜딩
10036633,소병,Bing Shao,배우,크래쉬 랜딩
10037805,수지 포터,Susie Porter,배우,베터 댄 섹스|멀릿|투 핸즈|섹시한 느낌
10031120,벤 멘델슨,Ben Mendelsohn,배우,베이비티스|캡틴 마블|후드|레디 플레이어 원|다키스트 아워|건즈 포 하이어|슬로우 웨스트|스타드 업|투 마더스|트레스패스|애니멀 킹덤|멀릿|사랑하기엔 아직 일러요
10064233,제임스 에이버리,James Avery,배우,9월의 춤
10081669,티치나 아놀드,Tichina Arnold,배우,9월의 춤
10009611,다리아 라미레즈,Daria Ramirez,배우,3세계 영웅
10020570,리키 다바오,Ricky Davao,배우,이웃을 탐하지 말라|3세계 영웅
10017444,로사 발렌티,Rosa Valenty,배우,르네의 사생활 2|스토리 오 브 O 2 -르네의 사생활  2
10034692,산드라 웨이,Sandra Wey,배우,르네의 사생활 2|레이디인 블랙 |스토리 오 브 O 2 -르네의 사생활  2
10076712,쿠로카와 리키야,Rikiya Kurokawa,배우,1967년형 시트로엥
10074816,캐서린 라나사,Katherine LaNasa,배우,스퀴즈|깐느의 살인사건
10073608,카리나 롬바드,Karina Lombard,배우,깐느의 살인사건|카리브해의 정사 
10040762,실비아 나바로,Silvia Navarro,배우,스탠드업
10089046,조지 살리나스,Jorge Salinas,배우,스탠드업
10023742,타이 쉐리던,Tye Sheridan,배우,보이저스|더 나이트 클럭|엑스맨: 다크 피닉스|레디 플레이어 원|에이지 아웃|엑스맨: 아포칼립스|더 포저|조
10033268,빅토리아 실브스테트,Victoria Silvstedt,배우,네이키드 어게인
10025578,무스타파 한살리,Mustapha Hansali,배우,내 친구 알리
10022546,모냉 크밥,Mounim Kbab,배우,내 친구 알리
10022101,마리에타 오로즈코,Marieta Orozco,배우,니코와 다니
10016974,로버트 컬프,Robert Culp,배우,뉴스브레이크|7인의 독수리|서부의 여걸 한니 
10022968,마이클 루커,Michael Rooker,배우,뮤턴트 이스케이프|마린 2|리플리컨트|뉴스브레이크|포이즌|섀도우 빌더 |카운터 포스 |백 투 백 |베스트 캅 
10018104,롤랜드 듀링거,Roland Duringer,배우,노상 강도
10087402,한나 로크너,Hannah Lochner,배우,노상 강도
10066425,요아킴 비스마이어,Joachim Bissmeier,배우,노상 강도
