peopleCd,peopleNm,peopleNmEn,repRoleNm,filmoNames
20291569,박호산,PARK Ho-san,배우,"화사한 그녀|페르소나 이상한 여자|전지적 독자 시점|늑대사냥|보이지 않아|콜|죽도 서핑 다이어리|유령선|뷰티풀 보이스|이,기적인 남자|침묵|대립군|두 남자|범죄의 여왕|궁합|역모-반란의 시대|대배우|섬. 사라진 사람들|도리화가|족구왕|김씨네 수경이|맨홀통신|사이 : 여우비 내리다"
20115207,최귀화,CHOI Gwi-hwa,배우,코리안타임|악마들|늑대사냥|범죄도시2|부기나이트|광대들: 풍문조작단|기방도령|롱 리브 더 킹: 목포 영웅|말모이|범죄도시|택시운전사|1급기밀|그물|군도: 민란의 시대
20384849,홍지윤,,배우,늑대사냥
20283489,장동윤,JANG Dong-yun,배우,악마들|롱디|늑대사냥|태일이|런 보이 런|뷰티풀 데이즈|게임회사 여직원들|내 귀가 되어줘
20385770,조승연,,배우,인생은 아름다워
20385768,하현상,,배우,인생은 아름다워
20385767,김동훈,kimdonghoon,배우,데시벨
20208626,류준열,RYU Jun-yeol,배우,"외계+인 2부|관계의 일변|외계+인 1부|외계+인|올빼미|봉오동 전투|돈|뺑반|리틀 포레스트|독전: 익스텐디드 컷|독전|침묵|택시운전사|더 킹|계춘할망|양치기들|글로리데이|섬. 사라진 사람들|로봇, 소리|소셜포비아|동心|미드나잇 썬"
10087751,한지민,HAN Ji-min,배우,해피 뉴 이어|조제|김복동|미쓰백|허스토리|그것만이 내 세상|밀정|장수상회|역린|플랜맨|조선명탐정 : 각시투구꽃의 비밀|해부학 교실|청연|두개의 빛: 릴루미노
10061694,정려원,JUNG Ryeo-won,배우,게이트-완결판|게이트|네버엔딩 스토리|통증|적과의 동침|김씨표류기|두 얼굴의 여친|내 이름은 김삼순
20335273,정이서,JUNG E-seo,배우,그녀의 취미생활|헤어질 결심|조제|7월7일|기생충
20333853,백도겸,BAEK Do-kyeom,배우,리바운드|특송|유체이탈자|서복|국가부도의 날|신은 죽었다|복숭아나무|심장이 뛴다|일장춘몽
10090290,황정민,HWANG Jung-min,배우,"호프|크로스|서울의 봄|교섭|헌트|베테랑2|인질|다만 악에서 구하소서 파이널컷|다만 악에서 구하소서|공작|군함도|군함도 감독판|아수라|곡성|검사외전|히말라야|베테랑|국제시장|남자가 사랑할 때|전설의 주먹|신세계|댄싱퀸|모비딕|평양성|부당거래|끝과 시작|구르믈 버서난 달처럼|그림자 살인|슈퍼맨이었던 사나이|행복|검은 집|사생결단|내 생애 가장 아름다운 일주일|너는 내 운명|천군|달콤한 인생|여자, 정혜|마지막 늑대|바람난 가족|이공|로드무비|YMCA야구단|와이키키 브라더스|쉬리|그녀|오감도"
20385732,김민규,,배우,동백
20379846,김민규,,배우,육사오(6/45)|범죄도시2
20385697,아이네트 주누,Ainet Jounou,배우,알카라스의 여름
20385731,알베르트 보쉬,Albert Bosch,배우,알카라스의 여름
20385696,세니아 로제트,Xenia Roset,배우,알카라스의 여름
20385730,안나 오틴,Anna Otin,배우,알카라스의 여름
20385695,조르디 푸홀 돌체트,Jordi Pujol Dolcet,배우,알카라스의 여름
20385729,드루브 싱,Dhruv Uday Singh,배우,럭키데이
20385694,브리 그랜트,Brea Grant,배우,럭키데이
20385692,박재민,,배우,주연
20385689,김동규,Kim dong-gyu,배우,헌트
20385728,김현,,배우,뜨거운 피
20367267,김동규,,배우,이웃사촌|블랙머니|퍼펙트맨
20385727,원향라,,배우,낮에는 덥고 밤에는 춥고
20150045,김태호,,배우,조선명탐정: 흡혈괴마의 비밀
20150049,김태호,,배우,파괴된 사나이|아버지와 마리와 나
20385706,정현정,,배우,인생은 아름다워
20224082,이승주,,배우,속물들|창궐|아빠는 예쁘다|간신|악인은 살아 있다
20385675,박건일,Park Geon Il,배우,심야카페: 미씽 허니
20385660,김신덕,,배우,부적: 남의 운을 빼앗는 자
20385659,김시아,,배우,부적: 남의 운을 빼앗는 자
20385650,김대중,,배우,스노우 퍼핀즈|불안은 영혼을 잠식한다|기기묘묘
20385646,모건 위긴스,Morgan Wiggins,배우,탈론폴
20385618,라이언 루돌프,Ryan Rudolph,배우,탈론폴
20385642,김건,,배우,유산|기기묘묘
20385613,최은영,,배우,유산|기기묘묘
20385641,아라이 카오루,ARAI KAORU,배우,수프와 이데올로기
20385640,강정희,KANG Jonghi,배우,수프와 이데올로기
20385612,모지민,Jimin Mo,배우,모어
20385639,후카세,Fukase,배우,캐릭터
10048726,에시 데이비스,Essie Davis,배우,저스티스 오브 버니 킹|켈리 갱|베이비티스|바바둑
20385638,최향윤,Choi Hyangyoon,배우,고고다이노 극장판: 얼음공룡의 비밀
20385637,이영아,Lee Younga,배우,고고다이노 극장판: 얼음공룡의 비밀
20385605,이삼용,,배우,불모지|기기묘묘
20385606,허성우,,배우,불모지|기기묘묘
20385604,정연숙,,배우,불모지|기기묘묘
20154506,박민석,Park min seok,배우,늑대사냥|형사 Duelist
20385575,스트라히냐 블라지츠,Strahinja Blazic,배우,분노의 추격
20385602,두산 페트코비츠,Dusan Petkovic,배우,분노의 추격
20253939,이상혁,,배우,파이프라인|정말 먼 곳|세자매|장사리 : 잊혀진 영웅들|안시성|4등
20385592,김정인,,배우,어웨이크
20385591,이유나,,배우,어웨이크
20385571,김창열,Kim Tschang-Yeul,배우,물방울을 그리는 남자
20367368,김성호,,배우,옆집사람|용루각2: 신들의 밤
20365136,김성호,,배우,슈팅걸스|대전 블루스
20385589,이상혁,Lee Sang Hyuk,배우,헌트|기행
20385588,트리스탄 루게리,Tristan Ruggeri,배우,트윈
20385587,스티브 크리,Steven Cree,배우,트윈
20385570,크리스틴 주아베,Christine Juarbe,배우,어바웃 호프
20385586,저스틴 레이,Justin Ray,배우,어바웃 호프
20323473,최정호,,배우,퀴어영화 뷰티풀|냉장고 안의 코끼리
20385538,가비,,배우,기행
20385550,송명호,,배우,시맨틱 에러: 더 무비
20385535,정주원,,배우,시맨틱 에러: 더 무비
20385534,이정혁,,배우,시맨틱 에러: 더 무비
20385533,문해민,,배우,시맨틱 에러: 더 무비
20385532,기현우,,배우,시맨틱 에러: 더 무비
20385531,신민선,,배우,시맨틱 에러: 더 무비
20385530,경수빈,,배우,시맨틱 에러: 더 무비
20385529,이진성,,배우,시맨틱 에러: 더 무비
20385548,김진성,,배우,시맨틱 에러: 더 무비
20385547,김건희,,배우,시맨틱 에러: 더 무비
20385528,차재훈,,배우,시맨틱 에러: 더 무비
20385546,최수견,,배우,시맨틱 에러: 더 무비|오 사랑아
20385527,김원기,,배우,시맨틱 에러: 더 무비
20385515,김민지,,배우,오싹한 동거
20385514,박영,,배우,오싹한 동거
20385513,박창현,,배우,오싹한 동거
20385512,박선오,,배우,오싹한 동거
20385497,이승민,,배우,오싹한 동거
20385511,구종근,,배우,오싹한 동거
20385496,송인호,,배우,오싹한 동거
20385495,이지원,,배우,오싹한 동거
20385494,유지완,,배우,오싹한 동거
20385493,박하연,,배우,오싹한 동거
20385510,김환,,배우,오싹한 동거
20385492,오채아,,배우,오싹한 동거
20385509,주수경,,배우,오싹한 동거
20385508,김예지,,배우,오싹한 동거
20224649,임윤아,LIM Yoon-a,배우,악마가 이사왔다|공조2: 인터내셔날|해피 뉴 이어|기적|엑시트|공조
10054128,유해진,Yoo Hai Jin,배우,"파묘|도그데이즈|야당|모럴해저드(가제)|달짝지근해: 7510|올빼미|공조2: 인터내셔날|인질|승리호|봉오동 전투|말모이|완벽한 타인|레슬러|1987|택시운전사|공조|럭키|그놈이다|베테랑|극비수사|타짜-신의 손|해적: 바다로 간 산적|인간중독|소수의견|감기|가디언즈|간첩|미쓰GO|마마|적과의 동침|부당거래|이끼|작은 연못|죽이고 싶은|전우치|강철중: 공공의 적 1-1|트럭|권순분여사 납치사건|아들|이장과 군수|그해 여름|타짜|국경의 남쪽|왕의 남자|이대로, 죽을 순 없다(Short Time)|혈의 누|공공의 적 2|마파도|달마야, 서울 가자|바람의 전설|빙우|영어완전정복|나비|해안선|광복절 특사|라이터를 켜라|공공의 적|무사|신라의 달밤|주유소 습격사건|블랙잭|일장춘몽|톰과 제리 "
20328732,음문석,UM Mun-suk,배우,육사오(6/45)|범죄도시2|파이프라인|동행|장아치청|Re-BORN(리-본)
20136885,고경표,GO Kyoung-pyo,배우,육사오(6/45)|헤어질 결심|서울대작전|7년의 밤|간신|차이나타운|명량|하이힐|하이힐(디렉터스컷)|청춘정담|정글피쉬2|우라까이 하루키|인생은 새옹지마|졸업여행|무서운 이야기 2
10088975,현빈,HYUN Bin,배우,"교섭|하얼빈|공조2: 인터내셔날|창궐|협상|꾼|공조|역린|아프리카의 눈물|사랑한다, 사랑하지 않는다|만추 리마스터링|나는 행복합니다|백만장자의 첫사랑|키다리 아저씨|돌려차기|내 이름은 김삼순"
20385491,리 준 리,Li Jun Li,배우,바빌론
20385490,조반 아데포,Jovan Adepo,배우,바빌론
20385469,디에고 칼바,Diego Calva,배우,바빌론
20385434,송자희,,배우,말아
20385433,유연석,,배우,말아
20385432,안혜경,,배우,소피의 세계
20385446,김슬옹,,배우,소피의 세계
20385431,안희진,,배우,소피의 세계
20385430,정외영,,배우,소피의 세계
20385425,채익희,,배우,소피의 세계
20385424,김하송,,배우,소피의 세계
20385423,손형규,,배우,소피의 세계
20385429,모나리,,배우,소피의 세계
20385422,주나래,,배우,소피의 세계
20385421,장기열,,배우,소피의 세계
20384906,김예원,KIM YE WON,배우,캐치미|미스터 고|수상한 이웃들
20385419,전봉석,,배우,믿을 수 있는 사람|홈리스
20135034,박종환,,배우,공조2: 인터내셔날|지금 이순간|짓2: 붉은 낙타|어우동: 주인 없는 꽃|렛 미 아웃|고지전|메모리즈
20371574,이민구,LEE Min-gu,배우,단편영화 유니버스|어마무시|너는 나에게 필요한 사랑|눈치돌기|우스운게 딱! 좋아!
10029535,박혜린,PARK Hye-rin,배우,쏘빠때 |여우와 개|사랑을 위한 이별|새됐어|불멸의 사랑|섹스콜렉션 레볼루션|일심
20382149,이창훈,,배우,범죄도시2|매미소리
20314264,김주연,,배우,앵커|우수|이웃사촌|나쁜 녀석들: 더 무비|마약왕|물괴|퍼즐|염력|운동회
20385219,권일,,배우,거래완료|아귀|오 내 가문의 라이타!
20385244,이용헌,,배우,탄생|부적: 남의 운을 빼앗는 자
20385214,엄서현,,배우,거래완료
20385241,채서은,,배우,거래완료
20385240,최예빈,,배우,거래완료
20320555,김효진,,배우,낮에는 덥고 밤에는 춥고|오목소녀|히치하이크
20383197,김효진,,배우,액션동자|세자매|집 이야기|판소리 복서
10053802,유아인,YOO Ahin,배우,이창동: 아이러니의 예술|서울대작전|하이파이브|승부|소리도 없이|#살아있다|국가부도의 날|버닝|좋아해줘|사도|베테랑|우아한 거짓말|우리별 일호와 얼룩소|깡철이|완득이|하늘과 바다|서양 골동 양과자점 앤티크|좋지 아니한가|우리에게 내일은 없다|씨네 21 영화토크쇼
10057329,이정현,LEE Jung-hyun,배우,리미트|헤어질 결심|반도|죽지않는 인간들의 밤|두번할까요|여배우는 오늘도|군함도|군함도 감독판|스플릿|성실한 나라의 앨리스|명량|범죄소년|하피|침향|마리아와 여인숙|꽃잎|파란만장
20383972,김시은,Kim Sieun,배우,너와 나|다음 소희|보이스비
20333792,정소리,JEONG So-ri,배우,헤어질 결심|대외비|공작
10000709,강수연,KANG Soo-youn,배우,"정이|달빛 길어올리기|써클|송어|처녀들의 저녁식사|깊은 슬픔|블랙잭|지독한 사랑|무소의 뿔처럼 혼자서 가라|장미의 나날|그 여자, 그 남자|웨스턴 애비뉴 |그대안의 블루|경마장 가는 길|베를린 리포트|추락하는 것은 날개가 있다|그후로도 오랫동안|아제아제 바라아제|낙산풍|업|미리마리 우리두리|감자|우리는 지금 제네바로 간다|연산군|미미와 철수의 청춘스케치|됴화|씨받이|고래사냥2|W의 비극|약속한 여자|깨소금과 옥떨메|슬픔은 이제 그만|하늘나라에서 온 편지|어딘가에 엄마가|별 3형제|나는 고백한다|주리"
20385226,김이산,kim i san,배우,승부
20385190,박영운,,배우,밥만 잘 사주는 이상한 이사님 극장판|더 킬러: 죽어도 되는 아이
20385187,백태민,,배우,한산 리덕스|한산: 용의 출현
20385186,장한솔,,배우,한산 리덕스|한산: 용의 출현
20285309,심달기,SHIM Dal-gi,배우,"신생대의 삶|외계+인 1부|킬링 로맨스|말아|최선의 삶|인생은 아름다워|더스트맨|오늘, 우리 2|유열의 음악앨범|배심원들|샤먼 로드|메기|사람냄새 이효리|흉|동아|미나|세마리|인서트|아무개의 잠재의식과 영역|페르소나"
20385184,유건기,,배우,한산 리덕스|한산: 용의 출현
20385158,이동빈,,배우,한산 리덕스|한산: 용의 출현
20385157,강리안,,배우,한산 리덕스|한산: 용의 출현
20385181,박재이,,배우,한산 리덕스|한산: 용의 출현
10013826,라미란,RA Mi-ran,배우,고속도로 가족|컴백홈|정직한 후보2|시민덕희|하이파이브|새해전야|정직한 후보|걸캅스|내안의 그놈|점박이 한반도의 공룡2 : 새로운 낙원|상류사회|특별시민|보통사람|덕혜옹주|봉이 김선달|대호|히말라야|미쓰 와이프|워킹걸|국제시장|나의 사랑 나의 신부|피끓는 청춘|소원|스파이|연애의 온도|남쪽으로 튀어|자칼이 온다|공모자들|두 개의 달|차형사|댄싱퀸|청춘그루브|댄스타운|아이들...|그대를 사랑합니다|헬로우 고스트|육혈포 강도단|죽이고 싶은|펜트하우스 코끼리|거북이 달린다|박쥐|미인도|미쓰 홍당무|그녀는 예뻤다|마을금고 연쇄습격사건|잘 살아보세|괴물|음란서생|친절한 금자씨
20304929,박세완,PARK Se-wan,배우,빅토리|육사오(6/45)|인생은 아름다워|언니|오목소녀|팡뜨
10003788,김남길,KIM Nam-gil,배우,헌트|비상선언|보호자|야행|오케이 마담|클로젯|기묘한 가족|어느날|살인자의 기억법 : 새로운 기억|살인자의 기억법|판도라|도리화가|무뢰한|누구에게나 찬란한|해적: 바다로 간 산적|아마존의 눈물|폭풍전야|미인도|모던보이|후회하지 않아
20201026,김태리,KIM Tae-ri,배우,외계+인 2부|외계+인 1부|외계+인|승리호|리틀 포레스트|1987|아가씨|아가씨(확장판)|문영|문영 (단편)|락 아웃|오오단편극장 ? 김태리 배우 특별전
20385178,이진민,,배우,한산 리덕스|한산: 용의 출현
20385177,박선교,,배우,한산 리덕스|한산: 용의 출현
20385176,홍윤,,배우,한산 리덕스|한산: 용의 출현
20385175,김영찬,,배우,한산 리덕스|한산: 용의 출현
20385174,김공,,배우,한산 리덕스|한산: 용의 출현
20385173,김영탁,,배우,한산 리덕스|한산: 용의 출현
10003744,김기호,KIM Gi-ho,배우,천하대장군
20385156,김대명,,배우,한산 리덕스|한산: 용의 출현
20385152,개브리엘 칼로미리스,Gabrielle Kalomiris,배우,스키핑 스톤
20385168,나다니엘 안스배치,Nathaniel Ansbach,배우,스키핑 스톤
